Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AU,,,1000,10,1100,110,31,1000,67,1600,4,2000,4,10,1222,20,627.3300170898438,,,0,,,0,2329.969970703125,20,2500,52,,,0,627.3300170898438,,,0,,,0,1636.3599853515625,10,7500,10,,,0
AUO,137,,250,554,275,828,150,215,1476,310,17,400,24,120,200,799,108.2699966430664,,,0,,,0,350,15,350,621,100,210,5250,108.2699966430664,,,0,,,0,250,3,249,3,85,170.02000427246094,505
AWF,,,3000,,,0,,,0,6000,,,0,,,0,2969.239990234375,,,0,,,0,2000,,,0,2,2000,2,2969.239990234375,,,0,,,0,2969.239990234375,14,6200,14,,,0
AWH,,,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,24,26000,120,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0
BAC,,,1000,,,0,,,0,3000,10,2800,22,20,900,46,1288.9000244140625,,,0,,,0,1997,395,1998,405,35,1005.0999755859375,45,1288.9000244140625,,,0,,,0,800,10,2000,10,80,800,80
BAI,,,6845.89990234375,,,0,,,0,13000,8,13000,8,,,0,6845.89990234375,,,0,,,0,10000,15,10000,53,,,0,6845.89990234375,,,0,,,0,6845.89990234375,,,0,,,0
BBH,750,2400,1680,76,1680,1224,3,1575.02001953125,292,1998,14,1997.989990234375,624,10,1750.010009765625,268,1700,4,1700,4,,,0,1775.5400390625,5,1798,651,20,1610.06005859375,2306,1300,8,1200,278,,,0,1201,73,2148,487,10,1201.010009765625,359
BCO,,,500,30,550,1030,190,300,1690,380,90,1119.260009765625,1620,40,380,10040,304.3599853515625,,,0,,,0,428.95001220703125,350,435,350,400,350,400,304.3599853515625,,,0,,,0,474.989990234375,,,0,,,0
BDE,,,1888,25,1880,528,2,1656.010009765625,690,1533.989990234375,3,1533,1488,10,1150.010009765625,559,1550,22,1550,22,,,0,1458.9599609375,12,1420,1418,40,1260.06005859375,1880,2350,10,1200,252,,,0,1320.010009765625,12,1597.989990234375,749,8,1320.010009765625,469
BE,,,3188.669921875,3,3275,205,3,1800,133,2100,106,2950,106,4,2000,4,1194,,,0,,,0,2500,1,3600,1683,,,0,1194,,,0,,,0,2749.989990234375,75,2749.989990234375,260,,,0
BEA,,,121,22,135,480,58,121,1782,110,13,119.94999694824219,126,115,110,1363,84,,,0,,,0,199.97999572753906,14,199.99000549316406,108,30,120.27999877929688,2214,100,156,100,156,24,90,24,112.0999984741211,264,114,1013,62,112,1956
BER,,,422,150,450,561,18,422,322,500,300,1250,300,100,325,244,20,,,0,,,0,377.0400085449219,62,394,2871,,,0,117.55000305175781,,,0,,,0,400,516,400,1102,100,280,310
BFP,,,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0
BFR,,,1500,2,1750,2,26,1500,26,1500,132,1500,132,,,0,2539.510009765625,,,0,,,0,1999.989990234375,1,1900,5,,,0,2539.510009765625,,,0,,,0,3000,1,2900,6,,,0
BGC,,,450,30,480,140,170,450,1170,380,99,550,99,70,380,270,324.989990234375,,,0,,,0,400,60,400,1150,100,390,380,324.989990234375,,,0,,,0,688.8599853515625,30,685,350,,,0
BGO,,,1800,5,2300,94,20,1100,123,1250,10,3500,10,20,1250,20,766.97998046875,,,0,,,0,4444.43994140625,120,1500,312,3,1000,3,766.97998046875,,,0,,,0,1500,10,3600,13,,,0
BGS,,,88306.3984375,,,0,1,60000,1,63000,,,0,,,0,88306.3984375,,,0,,,0,60000,,,0,1,60000,1,88306.3984375,,,0,,,0,88306.3984375,,,0,1,60000,1
BHP,,,2950,49,2750,189,2,2300,178,2999.6298828125,10,3499,27,6,3000,42,1500,,,0,,,0,3649,11,3649,1233,5,3500,107,1600,,,0,,,0,3000,25,4500,145,12,2600,108
BID,,,25000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,40000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0
BL,,,8000,20,12000,20,,,0,4375,2,10937.5,2,6,2800,16,3004.719970703125,,,0,,,0,6500,,,0,12,5000,72,3004.719970703125,,,0,,,0,5000,,,0,20,5000,40
BLE,,,1500,9,1989,30,,,0,900,27,1700,43,10,900.010009765625,17,1821.280029296875,,,0,,,0,1200,39,1500,64,5,1100,9,1821.280029296875,,,0,,,0,700,2,1100,8,20,500,20
BMF,,,20000,1,20000,8,3,17000,4,25000,,,0,4,10000,4,11077.5703125,,,0,,,0,26012.7890625,,,0,2,22000,6,11077.5703125,,,0,,,0,15000,,,0,,,0
BND,,,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,400,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,40,600,200,,,0
BOR,,,350,200,350,200,10,280,122,350,152,350,444,20,290,495,117.55000305175781,,,0,,,0,495,82,495,793,50,365,710,75,729,10000,1185,50,130,250,250,12,344,12,100,150,200
BOS,,,6000,,,0,,,0,5500,4,4750,24,,,0,1914.6800537109375,,,0,,,0,3750,2,4800,151,120,1500,120,1914.6800537109375,,,0,,,0,1914.6800537109375,,,0,,,0
BPT,,,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,3000,,,0,5,3500,8,2656.85009765625,,,0,,,0,3000,,,0,3,3000,3
BR1,,,500000,,,0,,,0,470000,,,0,1,470000,1,255340.484375,,,0,,,0,625000,1,650000,1,1,375000,1,255340.484375,,,0,,,0,450000,,,0,,,0
BR2,,,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,1,857857.75,3,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0
BRM,,,80,233,139,1176,180,86,180,150,,,0,64,150,743,51.43000030517578,200,110,546,,,0,148.05999755859375,89,160,405,100,110,964,40,177,100,378,400,40,400,90,200,100,1236,200,50,200
BRO,,,1750,12,2200,12,50,1000,75,1200,,,0,19,1200,19,836.489990234375,,,0,,,0,1950,71,8871.83984375,71,500,1500,500,836.489990234375,,,0,,,0,1800,5,1800,67,,,0
BRP,,,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0
BRS,,,250000,,,0,1,200000,1,190000,,,0,,,0,127983.546875,,,0,,,0,167000,,,0,1,300000,1,127983.546875,,,0,,,0,193000,,,0,,,0
BSC,,,28500,,,0,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0,15001,20,19000,20,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0
BSE,475,1550,1275,75,1270,2873,5,1220.010009765625,5352,1496,10,1495,311,12,1450,465,1500,,,0,2,1200,32,1429,18,1429,5700,10,1251.010009765625,2001,900,1,900,255,20,500,20,1400,162,1498.8800048828125,4146,10,1350.010009765625,814
BTA,500,1600,995,156,1250,260,23,990,526,1110.800048828125,39,1110.800048828125,469,2,550.010009765625,196,500,,,0,,,0,999.989990234375,4,999.989990234375,579,27,900,443,890,20,890,227,,,0,805,9,1100,332,6,805,131
BTS,,,430,,,0,100,500,330,475,112,475,2046,100,310,100,100.3499984741211,,,0,,,0,450,505,450,3823,10,350,10,100.3499984741211,,,0,,,0,400,100,1500,100,50,400,50
BWH,,,5000,,,0,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0,5000,8,4950,9,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0
BWS,,,25000,4,21000,15,2,20000,17,30000,,,0,2,15000,7,8697.1298828125,,,0,,,0,33000,,,0,10,20000,20,8697.1298828125,,,0,,,0,20000,,,0,4,20000,4
C,225,,390.010009765625,346,450,4494,7,390.010009765625,1490,400,95,400,14478,100,380,8709,350,36,350,36,,,0,394.9599914550781,505,394.9599914550781,7843,200,352.1000061035156,4682,350,92,500,122,,,0,316.010009765625,176,348.9700012207031,4569,166,316.010009765625,4620
CA,,,390,4,600,4,100,50,100,256.6700134277344,1,390,216,2,240.00999450683594,137,1008.4000244140625,,,0,,,0,200,21,350,69,3,125,98,1008.4000244140625,,,0,,,0,595.8099975585938,,,0,5,50,5
CAF,,,660,100,650,364,100,451,120,600,54,600,872,6,502.54998779296875,301,780,,,0,10,780,10,750,421,750,1680,50,600,734,782.97998046875,,,0,4,800,4,830,43,830,6110,1,800,456
CAP,,,126.45999908447266,15,120,1533,,,0,150,,,0,,,0,143.9499969482422,,,0,,,0,100,38,104,288,240,100,250,143.9499969482422,,,0,,,0,195,15,195,295,,,0
CBL,87000,,88000,3,110000,17,2,87002,119,87001,1,90999,10,1,87001,101,43824.359375,,,0,,,0,87000,3,88000,13,100,87000,100,43824.359375,,,0,,,0,87000,5,98500,8,100,87000,100
CBM,60000,,70000,4,70000,22,10,60001,110,60000,2,65000,8,100,60000,100,29642.349609375,,,0,,,0,60000,84,100000,84,100,60000,100,29642.349609375,,,0,,,0,60000,2,65000,4,100,60000,100
CBS,,,40001,10,42000,27,4,40001,114,40000,6,46000,15,100,40000,100,17970.41015625,,,0,,,0,40000,93,65000,98,100,40000,100,17970.41015625,,,0,,,0,40000,1,50000,2,100,40000,100
CC,,,332495.9375,,,0,100,300000,100,332495.9375,,,0,100,300000,100,332495.9375,,,0,,,0,300000,,,0,100,300000,100,332495.9375,,,0,,,0,332495.9375,,,0,100,300000,100
CCD,55000,,55000,,,0,100,55000,100,55000,1,59999.98828125,12,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100
CD,,,7000,,,0,,,0,12000,,,0,,,0,7735.06005859375,,,0,,,0,1000,1,4000,1,,,0,7735.06005859375,,,0,,,0,7735.06005859375,,,0,,,0
CF,,,2750,,,0,179,3000,179,3000,8,3000,8,,,0,3377.47998046875,,,0,,,0,3000,20,2950,65,,,0,3377.47998046875,,,0,,,0,2000,3,4097,30,23,2000,23
CHA,,,21056.5703125,,,0,,,0,12000,,,0,,,0,21056.5703125,,,0,,,0,30000,,,0,,,0,21056.5703125,,,0,,,0,12500,,,0,,,0
CL,,,2500,,,0,100,2500,135,2500.3701171875,87,4800,123,70,2500,235,2212.429931640625,,,0,,,0,2699,202,2725,343,74,2500,272,1650,13,1650,113,25,1300,25,2776.25,56,2815,163,50,1600,50
CLI,51,,150,711,250,738,50,81,507,95,1,99,977,42,65,1261,51.43000030517578,,,0,,,0,90.01000213623047,408,148,2415,464,90.01000213623047,1713,150,,,0,143,150,143,68.01000213623047,326,95.98999786376953,1491,300,68.01000213623047,581
COF,,,469.989990234375,794,469.989990234375,13210,8,421,1176,432.19000244140625,34,435,16469,200,383,1699,395,,,0,,,0,400,1689,400,24597,7,387.20001220703125,327,499,4264,499,4264,33,400,113,335,762,385,28355,80,335,2910
COM,,,175000,,,0,1,175000,1,300000,1,300000,1,,,0,37644.23046875,,,0,,,0,120000,,,0,1,81000,3,37644.23046875,,,0,,,0,37644.23046875,,,0,,,0
COT,,,1999,10,1900,213,50,1501,102,1264.2900390625,9,1495.93994140625,306,19,1264.2900390625,84,1698.0400390625,10,1500,10,,,0,2168.06005859375,10,2800,46,16,1800,60,2000,,,0,,,0,1010,10,1719,119,83,1010,86
CQL,,,1000000,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0
CQM,,,1000000,,,0,,,0,700000,1,700000,2,,,0,486497.15625,,,0,,,0,750000,,,0,,,0,486497.15625,,,0,,,0,860000,,,0,,,0
CQS,,,780000,1,780000,1,,,0,780000,,,0,,,0,381973.59375,,,0,,,0,675000,1,675000,2,,,0,381973.59375,,,0,,,0,780000,,,0,,,0
CQT,,,170000,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,48000,,,0,,,0
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,,,0,,,0,2942.81005859375,,,0,,,0,50,,,0,1,50,1,2942.81005859375,,,0,,,0,2942.81005859375,10,2442,19,,,0
CTF,,,16000,,,0,15,11000,15,24000,,,0,12,20000,12,10124.5595703125,,,0,,,0,17000,127,20000,127,,,0,10124.5595703125,,,0,,,0,44000,5,49069,20,,,0
CU,,,1328.4000244140625,54,1400,106,50,1100,121,990,72,1800,72,25,990,75,560.739990234375,,,0,,,0,1160,147,1480,211,44,1160,189,560.739990234375,,,0,,,0,900,150,2300,150,10,850,10
CUO,63,,199,473,199,3111,500,186.00999450683594,4476,300,500,747.3699951171875,1000,50,203.50999450683594,689,63.29999923706055,,,0,,,0,620.280029296875,258,657.3499755859375,458,50,325,938,63.29999923706055,738,10000,738,,,0,250,26,330,850,200,115.01000213623047,640
DA,,,30000,,,0,,,0,39000,2,40000,3,,,0,26241.5703125,,,0,,,0,44000,16,39500,50,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,37,13000,37,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0
DCL,,,2400,,,0,10,2400,10,3472.8798828125,10,3959.280029296875,12,,,0,3538.300048828125,,,0,,,0,2500,38,2500,78,,,0,3538.300048828125,,,0,,,0,4000,,,0,,,0
DCM,,,2700,,,0,100,1800,100,1500,,,0,36,1400,36,2267.81005859375,,,0,,,0,2500,81,1800,81,,,0,2267.81005859375,,,0,,,0,2000,,,0,,,0
DCS,,,595,,,0,80,400,80,900,14,1000,134,25,800,367,861.1300048828125,,,0,,,0,1000,,,0,12,700,12,861.1300048828125,,,0,,,0,800,,,0,,,0
DD,,,26708.400390625,,,0,,,0,26708.400390625,6,18500,7,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2266.969970703125,30,3000,30,10,2199,24,1860.02001953125,194,2199,344,217,1860.02001953125,378,2318.090087890625,,,0,,,0,2850,120,2700,706,15,2430,301,2250,39,2500,39,,,0,3000,2,3000,2,75,2500,188
DEC,,,7000,8,10000,9,10,7001,11,10000,10,9899,16,19,8000,19,9479.2001953125,,,0,,,0,11000.009765625,4,21000,64,98,11000,102,9479.2001953125,,,0,,,0,15595.509765625,2,15900,2,,,0
DIS,,,4200,20,4200,40,,,0,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,20,1500,20
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,999,9,1150,87,,,0,2500,35,3800,35,,,0,3025.3798828125,,,0,,,0,4997,5,3094,261,,,0,3025.3798828125,,,0,,,0,3025.3798828125,,,0,,,0
DV,,,12329.669921875,,,0,,,0,12000,2,12000,9,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,19,121,82,568,82,41970,484,63,59997,83.95999908447266,510,83.95999908447266,20004,30,75,16107,68,2309,68,5195,960,46,1405,69,8281,69.4000015258789,39966,1950,50.11000061035156,185178,50,800,49.900001525878906,17367,1,40,501,68,400,76.75,35848,13451,68,95357
EDC,16000,,16000,100,16900,660,100,16000,100,16000,1,16300,9,100,16000,100,8219.7802734375,,,0,,,0,16000,15,18000,15,100,16000,100,8219.7802734375,,,0,,,0,16000,1,17000,11,100,16000,100
EES,,,48741.9609375,2,90000,7,,,0,100000,1,100000,2,,,0,48741.9609375,,,0,,,0,65000,10,65000,23,,,0,48741.9609375,,,0,,,0,48741.9609375,4,80000,4,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,1,500000,1,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,144,400,144,8800,3000,96,8550,140,500,139.8000030517578,13620,1000,96,4291,82.68000030517578,,,0,8,120,8,133.3300018310547,24700,140,26700,3764,133.3300018310547,17266,82.68000030517578,,,0,,,0,120,43,120,6231,700,92,2458
ES,,,4000,10,4500,46,40,3500,50,5000,10,6000,10,10,4000,164,1888.1600341796875,,,0,,,0,5231.580078125,27,5400,110,17,3657.02001953125,451,1888.1600341796875,,,0,,,0,5000,58,6250,58,30,4444.43994140625,86
ETC,,,15000,7,14000,24,80,5000,80,12000,18,12000,22,,,0,10329.26953125,,,0,,,0,15000,,,0,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,189.99000549316406,98,189.99000549316406,509,393,160,970,199.89999389648438,16,300,130,6,95,2071,170,55,170,55,,,0,217.17999267578125,205,217.88999938964844,1213,50,180,3804,250,36,250,212,,,0,250,125,250,179,37,140,2337
F,,,3500,14,4000,59,2,2700,177,4500,10,5000,20,15,2500,524,222.22000122070312,,,0,,,0,5000,45,7500,45,3,3000,3,222.22000122070312,,,0,,,0,3300,,,0,10,3133.1298828125,30
FAL,,,1400,,,0,80,700,80,600,52,3000,52,,,0,1027.9599609375,,,0,,,0,1300,13,1300,149,28,650,58,1027.9599609375,,,0,,,0,1000,3,1000,3,,,0
FAN,,,1200,5,1200,5,,,0,1000,66,1000,277,,,0,987.25,,,0,,,0,999,3,999,189,,,0,987.25,,,0,,,0,1500,5,1200,5,,,0
FC,,,2500,8,2900,13,83,2500,122,3000,6,3500,17,,,0,2253.139892578125,,,0,,,0,4500,4,2500,4,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,578,8,578,400,93,480,1247,599.9600219726562,224,599.9600219726562,625,10,560,1228,404.010009765625,,,0,500,40.40999984741211,500,418.010009765625,20,435,1386,42,418.010009765625,944,400,2,400,2,,,0,759.97998046875,1,680,520,30,350,1434
FEO,32,,139,252,139,1702,33,90,1501,60,77,90,148,397,60,1795,50,,,0,,,0,40.029998779296875,70,41,3483,291,40.029998779296875,27507,40,120,100,120,1000,32,1000,91,15,80,3063,60,73.1500015258789,724
FET,,,1800,99,1800,167,100,1000,100,2000,,,0,,,0,1614.260009765625,,,0,,,0,2000,23,2000,149,,,0,1614.260009765625,,,0,,,0,2500,,,0,,,0
FF,,,12,48129,12,127901,331,11,8361,10.489999771118164,1672,10.489999771118164,166068,6233,10.079999923706055,157190,16,11309,16,24994,100,14.989999771118164,100,12.920000076293945,1423,12.920000076293945,229463,2000,10.010000228881836,54565,12,1900,12,18882,600,10,5700,9.949999809265137,10000,12,89790,2000,10.010000228881836,55730
FFC,,,325000,1,310000,2,100,150000,100,315000,,,0,1,250000,101,144805.65625,,,0,,,0,325000,1,299995,2,100,150000,100,144805.65625,,,0,,,0,150000,,,0,100,150000,100
FIM,,,2499,100,2498,442,50,1700,439,1500,,,0,100,1300,738,909.9500122070312,,,0,,,0,1560.02001953125,40,3000,50,286,1560.02001953125,3785,850,,,0,,,0,1550,25,1600,165,3,1400,3154
FIR,,,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0,564206.1875,1,925000,3,,,0,564206.1875,,,0,,,0,564206.1875,,,0,,,0
FLO,,,15000,,,0,,,0,8000,,,0,,,0,10184.8095703125,,,0,,,0,20000,1,14900,13,,,0,10184.8095703125,,,0,,,0,10184.8095703125,1,20000,1,,,0
FLP,,,500,4,2000,4,96,500,96,375,,,0,6,375,12,312.0899963378906,,,0,,,0,372.6700134277344,18,550,48,,,0,312.0899963378906,,,0,,,0,400,8,400,38,,,0
FLX,,,194,500,194,690,10,160,1883,248,1990,248,2830,100,85,680,95,,,0,,,0,110,4,110,3616,40,90,7694,80,100,80,449,,,0,270,269,245,4288,191,100,1626
FOD,,,250,236,250,998,300,161,882,160,,,0,236,160,1050,170.30999755859375,,,0,,,0,175,,,0,,,0,170.30999755859375,,,0,,,0,245,276,249.99000549316406,356,,,0
FSE,,,750000,,,0,1,500000,1,800000,,,0,,,0,427320.125,,,0,,,0,600000,,,0,5,600000,5,427320.125,,,0,,,0,745000,,,0,,,0
FUN,,,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0
GAL,57,,200,139,240,309,109,110,608,77.69999694824219,255,77.7699966430664,6071,100,62,2144,80,,,0,,,0,125,39,125,1925,100,95,2016,57,86,70,186,,,0,134.9600067138672,102,134.9600067138672,5447,200,108,1728
